sim,population,hospitals,mobilehomes,psubstations,tors
889,0,0,0,0,0.0
890,336,0,0,0,2.0
891,1504,0,0,2,2.0
892,8112,1,225,5,5.0
893,448,0,0,2,2.0
894,3328,0,0,2,4.0
895,1328,0,0,0,5.0
896,0,0,0,0,0.0
897,2272,0,0,1,4.0
898,1312,0,25,0,3.0
899,112,0,0,0,2.0
900,2496,0,25,1,4.0
901,0,0,0,0,0.0
902,16368,0,25,1,2.0
903,2320,0,25,1,2.0
904,0,0,0,0,0.0
905,4096,0,100,3,6.0
906,1328,0,50,2,3.0
907,2784,0,0,0,3.0
908,224,0,0,0,1.0
909,320,0,0,0,1.0
910,1200,0,0,1,3.0
911,352,0,0,0,3.0
912,0,0,0,0,0.0
913,1968,0,0,0,2.0
914,112,0,0,0,2.0
915,64,0,0,0,1.0
916,112,0,0,0,2.0
917,0,0,0,0,0.0
918,21952,1,225,8,4.0
919,11376,0,25,2,4.0
920,2560,0,0,1,4.0
921,80,0,0,0,1.0
922,784,0,0,1,1.0
923,0,0,0,0,1.0
924,672,0,0,0,1.0
925,528,0,0,0,2.0
926,80,0,0,0,1.0
927,0,0,0,0,0.0
928,96,0,0,0,2.0
929,11424,0,0,1,6.0
930,11840,0,0,0,1.0
931,1136,0,0,0,1.0
932,1680,0,0,4,3.0
933,3792,0,25,2,4.0
934,368,0,0,0,3.0
935,320,0,0,0,3.0
936,144,0,0,0,1.0
937,1904,0,0,3,1.0
938,816,0,25,0,1.0
939,400,0,0,0,1.0
940,4768,0,0,0,1.0
941,4752,0,25,0,2.0
942,0,0,0,0,0.0
943,1232,0,0,1,1.0
944,2208,0,0,0,3.0
945,1072,0,25,0,3.0
946,3216,0,0,0,4.0
947,704,0,0,0,3.0
948,112,0,0,0,1.0
949,384,0,0,1,1.0
950,1472,0,25,0,3.0
951,0,0,0,0,0.0
952,0,0,0,0,0.0
953,864,0,0,0,2.0
954,0,0,0,0,0.0
955,3424,0,75,4,5.0
956,1776,0,125,8,1.0
